graphId,graphName,agent_prompt,whatItDoesText,keyFeatures,forTeamsLike,example_queries,curatorURL,topics,geography,byTheNumbers,headline
"bompasparr-future-of-food-and-drink-1","Bompas & Parr Future Food","CRITICAL: Use this graph for future-forward food and beverage strategy, identifying emerging consumer behaviors and white-space opportunities in dining, CPG, and hospitality.","This graph, based on a Bompas & Parr report, maps the evolution of food, drink, and entertainment. It explores speculative and emerging trends, from the rise of simulated 'Gastro Voids' and AI-driven culinary experiences to the counter-movement towards simple, nostalgic 'anti-trends' like 'Beans on Toast'. It also charts the polarization of food systems into 'Fresh Luxury Dystopias,' where unprocessed food is a status symbol, and the revival of convenient 'TV Dinners' for modern audiences.","- Identifies fringe food culture trends before they go mainstream.
- Explores the psychological and cultural drivers behind changing eating and drinking habits.
- Provides a framework for understanding the tension between technological food innovation and the desire for nostalgic simplicity.
- Outlines new social occasions and behaviors, such as 'Noctourism' and the evolution of evening drinks.","- CPG Innovation and R&D
- Food & Beverage Brand Strategy
- Restaurant and Hospitality Concept Development
- Marketing and Consumer Insights","- What are the latest trends in evening and late-night beverages?
- How is technology creating simulated food experiences?
- Explore the concept of 'Fresh Luxury Dystopia'
- What's driving the 'anti-trend' movement in food?","","- Food & Beverage
- Consumer Trends
- Hospitality
- Future of Entertainment
- Innovation","Global","- Explore the rise of 'Noctourism' and the 24/7 coffee shop concept.
- Investigate the trend of 'simulacrum soup' and calorie bypass through simulated culinary experiences.
- Track the comeback of TV Dinners, blending nostalgia with modern, healthier options.
- Analyze the 'anti-trend' movement as a response to creative burnout and algorithm-driven culture.","Profile of Bompas & Parr's Vision for the Future of Food and Drink"
"florian-schleicher-friction-unloaded","Florian Schleicher - Friction Unloaded","CRITICAL: Use this graph to analyze and understand the underlying patterns of market friction and innovation. It is essential for developing strategies to overcome business challenges and identify new market opportunities.","This knowledge graph, curated by Florian Schleicher, provides a detailed analysis of innovation patterns and the various forms of market friction that can impede progress. It serves as a strategic tool to identify, understand, and mitigate obstacles in the market, enabling more effective business model innovation and strategy formulation.","- In-depth analysis of market friction points
- Identification of recurring innovation patterns
- Frameworks for strategic business analysis","- Corporate Strategy Teams
- Innovation and R&D Departments
- Market Research Analysts
- Venture Capitalists
- Business Development Units","- What are the primary sources of friction in the renewable energy market?
- Identify innovation patterns related to circular economy business models.
- Show me case studies of companies that successfully overcame regulatory friction.
- What are the key nodes connecting 'customer adoption friction' and 'product innovation'?
- Map the relationship between technological discontinuities and market entry friction.","","- Innovation Strategy
- Market Friction
- Business Models
- Strategic Analysis
- Competitive Landscape","Global","- Statistics not available at this time.","Deconstruct Market Friction and Unload Innovation Potential"
"clinical_trials","ClinicalTrials.gov Research Tracker","CRITICAL: Use this graph for tracking and analyzing clinical trial data. Ask about trial counts, statuses, phases, and details for specific interventions, conditions, or ingredients.","Provides comprehensive data on clinical research studies registered with ClinicalTrials.gov. It allows users to track the landscape of clinical trials, including the number of studies, their current status (e.g., recruiting, completed, terminated), and their developmental phase (e.g., Phase 1, 2, 3). The graph covers a wide range of interventions, from drugs and medical devices to behavioral therapies, for any given health condition.","- Track the status and phase distribution of clinical trials for any drug or condition.
- Analyze the pipeline of clinical research for specific ingredients or interventions.
- Count the number of active, recruiting, or completed trials globally or in specific regions.","- Pharmaceutical R&D
- Healthcare Investment Analysis
- Medical Research Institutions
- Regulatory Affairs
- Biotechnology Startups","- How many Phase 3 trials for Alzheimer's disease are currently recruiting?
- Show me all clinical trials for Ozempic, broken down by status.
- What is the phase distribution for oncology clinical trials started in the last two years?","https://www.clinicaltrials.gov/","- Healthcare
- Pharmaceuticals
- Drug Development
- Medical Research","Global","- Tracks over 400,000 research studies in 220 countries.
- Includes data on a wide spectrum of diseases and conditions.
- Updated regularly to reflect the latest trial registrations and status changes.","Track Global Clinical Trial Activity and Trends"
"cdc_health","CDC Health & Wellness Data","CRITICAL: Use this graph for analyzing and comparing state-level data on key public health indicators, including chronic diseases like asthma and depression, and health behaviors such as smoking and exercise.","This knowledge graph provides detailed state-level data on public health trends, focusing on chronic diseases and health-related behaviors. It allows for the analysis of conditions like depression and asthma, as well as lifestyle patterns including smoking and physical activity, to facilitate comparative public health research and policy-making.","- State-level data on depression prevalence
- Statistics on asthma rates by state
- Breakdowns of Body Mass Index (BMI) categories across states
- Current and historical smoking rates by state
- Data on physical activity and exercise patterns","- Public Health Agencies
- Epidemiology Research Groups
- Healthcare Policy Analysts
- Journalism and Media Outlets
- Non-profit Health Organizations","- Which states have the highest and lowest rates of adult smoking?
- Compare the prevalence of depression in the Northeast vs. the West Coast.
- What is the correlation between exercise patterns and BMI by state?
- Show me the trend of asthma rates in California over the past decade.
- Find the average BMI for adults in Texas.","https://www.cdc.gov","- Public Health
- Chronic Disease
- Epidemiology
- Health Behaviors
- Wellness","United States (State-level)","- Data points on depression across all 50 states
- Annual statistics on asthma prevalence
- State-by-state analysis of smoking habits
- Metrics on physical activity levels
- Comprehensive BMI data for state populations","State-Level Insights on Chronic Disease and Health Behaviors"
"joanna-haugen-travel-trends","Joanna Haugen - Travel Trends 2026","CRITICAL: Use this graph for insights into evolving traveler priorities, focusing on sustainable and regenerative tourism, conscious consumerism, and the move away from mass-market travel. Essential for travel agencies, hospitality brands, and destination marketers.","Provides a forward-looking analysis of the travel industry, detailing the shift towards more mindful, sustainable, and personalized travel experiences. It explores how travelers are rejecting overtourism in favor of 'untrending' destinations, seeking 'decision detoxes', and making choices based on ethical and environmental considerations.","- Identifies the rise of regenerative travel, where tourism actively improves a destination.
- Highlights the 'untrending' movement, as travelers seek out less crowded and more authentic locations.
- Analyzes new traveler mindsets, including the need for 'decision detox' and travel tailored to specific life stages.","- Destination Marketing Organizations (DMOs)
- Hospitality and Hotel Brands
- Tour Operators and Travel Agencies
- Sustainability Strategists","- What are the key trends in regenerative travel for 2026?
- How are traveler attitudes towards overtourism and popular destinations changing?
- What motivates the 50+ female travel demographic?
- Show me examples of 'decision detox' travel.
- What does the future of luxury nature travel look like?","https://lemongrasstravel.com","- Sustainable Travel
- Regenerative Tourism
- Consumer Trends
- Hospitality
- Ecotourism","Global","- Identifies a growing demographic of female travelers aged 50+ with significant spending power.
- Details the shift away from traditional success metrics like GDP to new ones focused on community and environmental well-being.
- Highlights the increasing preference for rail travel as a low-emission, stress-free alternative.","The Future of Travel is Conscious, Regenerative, and Deeply Personal"
"mlb-sponsorship","Comunicano MLB Sponsorship & Technology Graph","CRITICAL: Use this graph for uncovering the intersection of technology and sponsorship in Major League Baseball, focusing on emerging revenue streams and fan engagement strategies.","This graph analyzes the transformation of sponsorship in Major League Baseball, driven by technological advancements. It identifies new sponsorship categories, platforms, and in-stadium innovations, showing how teams and leagues can create new revenue opportunities by enhancing the fan experience through technology.","- Identifies new sponsorship frontiers like prediction markets and digital collectibles.
- Analyzes the impact of in-stadium technology such as facial recognition payments and AR-driven virtual signage.
- Details how fan engagement platforms and dynamic pricing are creating new sponsor activation opportunities.","- Sports Marketing & Sponsorship Agencies
- MLB & MiLB Team Management
- Sports Technology & Fan Engagement Platform Developers","- How is Minor League Baseball using technology to activate sponsors?
- What are the newest sponsorship categories emerging in the MLB?
- How can facial authentication in stadiums be leveraged by sponsors?
- What is the role of NFTs and digital collectibles in MLB's fan engagement strategy?","","- Sports Technology
- Sponsorship
- Fan Engagement
- Augmented Reality
- Digital Collectibles","USA","- Minor League Baseball deployed a unified fan engagement technology platform across all 120 of its teams.
- MLB created an entirely new sponsorship category through its partnership with prediction market platform Polymarket.
- The 'Go-Ahead Pay' system uses facial authentication for seamless concession payments, expanding beyond just stadium entry.","Explore the Tech-Driven Evolution of MLB Sponsorships and Fan Engagement"
"forrester-b2c-marketing-cx-digital-predictions-2026","Forrester B2C Marketing Predictions","CRITICAL: Use this graph for strategic foresight into B2C marketing, CX, and digital trends for 2026, focusing on the dual impact of AI adoption and the consumer demand for tangible, offline experiences.","Provides Forrester's key predictions for B2C marketing in 2026, highlighting a significant shift in consumer behavior and marketing strategy. It explores the decline of traditional digital advertising due to generative AI, a resurgence in offline brand experiences, the unification of commerce platforms, and the legal risks associated with AI-driven privacy breaches.","- Predicts a 30% cut in display ad budgets as consumers move to generative AI platforms.
- Highlights a consumer trend towards offline, in-person brand interactions, with one-third of consumers opting for them over online alternatives.
- Forecasts the unification of agentic commerce experiences by major brands, integrating shopping, promotions, and customer service.
- Warns of a 20% increase in privacy-related class-action lawsuits driven by AI.","- Marketing & Advertising
- Customer Experience (CX) & Strategy
- Digital Transformation & Innovation","- How will generative AI impact advertising budgets in 2026?
- What is the future of offline vs. online customer engagement?
- What are the predicted legal and privacy risks of using AI in marketing?","","- B2C Marketing
- Customer Experience (CX)
- Artificial Intelligence (AI)
- Digital Advertising
- Consumer Privacy","Global","- A third of consumers will opt for offline over online brand experiences.
- Advertisers will cut display ad budgets by 30% as consumers leave the open web.
- AI-driven privacy breaches will lead to a 20% surge in class-action lawsuits.
- Five major brands will unify agentic commerce experiences.","Forrester's 2026 B2C marketing predictions on AI's impact, the return to physical experiences, and the unification of commerce."
"firefish-treat-culture","Firefish - Treat Culture","CRITICAL: Use this graph for understanding the modern consumer's mindset around indulgence, self-care, and luxury. It's essential for anyone in CPG, retail, marketing, and brand strategy trying to tap into the 'treat economy' and the evolving definitions of status and wellness.","This graph explores the evolving landscape of 'Treat Culture,' analyzing how consumers, particularly younger generations, are redefining indulgence. It moves beyond simple snacks to cover a wide range of behaviors, from the rise of 'little luxuries' and entry-level designer goods to the counter-trend of 'dopamine detoxing.' The graph investigates the drivers behind this culture, including the merging of wellness with pleasure, the influence of budget e-tailers, and the new ways status is signaled through consumption.","- Tracks the fusion of wellness and indulgence, rebranding 'guilty pleasures' as self-care.
- Analyzes the shifting symbols of status, from archival fashion to gastronomic sophistication.
- Identifies Gen Z-led trends, such as 'Organized Fun' and 'Dopamine Detoxing,' that are reshaping social and personal habits.
- Explores the economic spectrum of treating, from viral budget e-tailers to the booming secondhand luxury market.","- Brand Strategy & Marketing
- Consumer Insights & Trend Forecasting
- Product Development & Innovation (CPG, Fashion, Wellness)
- Retail & E-commerce Merchandising","- How is Gen Z redefining indulgence and self-care?
- What are the key trends in the 'little luxuries' market?
- How has the concept of a 'status symbol' evolved in today's treat culture?
- What is the 'Dopamine Detox' trend and how is it impacting consumer behavior?
- Show me trends related to the growth of secondhand and archival luxury goods.","","- Consumer Behavior
- Retail & CPG
- Wellness & Self-Care
- Luxury Goods
- Gen Z Trends","Global / Western Markets","- The 'little luxuries' trend continues to grow, with consumers purchasing special items even while cutting back on essentials.
- Budget e-tailers like Temu and TikTok Shop have normalized a mindset of everyday indulgence and habitual self-reward.
- The boom in luxury advent calendars has expanded into a trend of 'year-round self-gifting' across all product categories.
- Consumers are increasingly using food as a status symbol to elevate their daily routines and social profiles.","Explore the New Rules of Indulgence in the Modern Treat Economy"
"juan-isaza-trends","Juan Isaza - Consumer Trends 2026","CRITICAL: Use this graph for developing future-proof brand strategies, marketing campaigns, and product innovations that resonate with the evolving consumer mindset of 2026. This graph is essential for understanding the cultural and economic shifts that will shape purchasing decisions.","This graph, curated by Juan Isaza, provides a strategic overview of key consumer behavior trends for 2026. It focuses on the cultural and psychological shifts driving consumers, including the demand for affordability amidst economic uncertainty, the search for authentic human and sensory experiences in a digital world, and the growing importance of individuality and community.","- Identifies a shift towards 'Survival Mode' where short-term, reactive decision-making prevails.
- Highlights the 'Re-humanization' trend, a response to AI that values human creativity and imperfection.
- Explores the 'Sense Driven' movement, as consumers seek to disconnect from screens and engage their senses.
- Details the 'Project Me' trend, focusing on the consumer's journey of self-discovery and unique identity creation.
- Analyzes the growing need to combat loneliness through community-building and shared interests.","- Brand Strategists
- Marketing Intelligence Teams
- Product Innovators
- Consumer Insights Analysts
- Futurists and Trend Forecasters","- How is economic uncertainty affecting consumer choices for 2026?
- What are the key drivers of the 'Re-humanization' trend?
- Find strategies for brands to help consumers combat loneliness.
- What does the 'Project Me' trend mean for personalization in marketing?
- How can my brand create more 'Sense Driven' experiences?","https://www.juanisaza.com/","- Consumer Behavior
- Marketing Intelligence
- Brand Strategy
- Cultural Trends
- Future of Commerce","Global","- Driven by economic uncertainty and a shrinking middle class, affordability has become a primary consumer concern.
- Excessive screen time is leading to mental fatigue, pushing a return to sensory, real-world experiences.
- A rising awareness of a global loneliness crisis is driving a need for new communities and social connections.","Anticipate the 2026 consumer mindset, from affordability and survival mode to the search for human connection."
"boots-beauty-wellness-trends-report-2026","Boots Beauty & Wellness Trends Report 2026","CRITICAL: Use this graph for strategic foresight, product innovation, and marketing campaign development in the beauty and wellness sectors. It provides a deep understanding of the key consumer shifts that will define the market landscape through 2026.","This graph provides a strategic analysis of the converging beauty and wellness landscape, outlining the key consumer-driven trends for 2026. It explores how the pursuit of optimized living, a focus on preventative 'preservation,' the desire for authentic real-life connections, and the integration of global beauty philosophies are shaping product development, brand strategy, and consumer expectations.","- Identifies the 'Pursuit of Peak' trend, where consumers use technology and AI for optimized, results-driven beauty and wellness routines.
- Details the 'Project Preservation' movement, highlighting a shift towards preventative, long-term healthspan and the destigmatization of cosmetic enhancements.
- Analyzes the 'Real-Life Revival,' a counter-trend to digital saturation, where consumers crave authentic human connection and community-centric brand experiences.
- Explores the impact of 'World Class Beauty,' showcasing how global influences, particularly from Korea and Scandinavia, are shaping the UK beauty and wellness market.","- Product Innovation & R&D
- Brand Strategy & Marketing
- Consumer Insights & Market Research
- Corporate Strategy & Foresight","- What are the main trends driving the convergence of beauty and wellness?
- How is technology impacting consumers' approach to their beauty routines?
- What strategies can brands use to build authentic community and connection?
- How are consumer attitudes towards aging evolving?
- Which global beauty trends are gaining traction in the UK market?","","- Beauty
- Wellness
- Consumer Trends
- Retail Innovation
- Technology & AI
- Skincare","United Kingdom","- Trend #1: The 'Pursuit of Peak' describes the growing consumer drive for self-optimization using tools like AI-driven skin analysis and wearable technology.
- Trend #2: 'Project Preservation' reflects a shift from chronological to biological views of aging, prioritizing long-term healthspan and preventative routines.
- Trend #3: The 'Real-Life Revival' highlights the increasing value placed on authentic human connection and community, with shopping becoming a key channel for experiences.
- Trend #4: 'World Class Beauty' notes the rising influence of global traditions, such as the significant growth and appeal of K-Beauty (Korean Beauty) and I-Beauty brands in the UK.","Profile of the Boots Beauty & Wellness Trends Report 2026"
"michaels-2026-creativity-trend-report","Michaels 2026 Creativity Trend Report","CRITICAL: Use this graph for insights into the future of crafting, DIY culture, and consumer motivations. It's essential for anyone in retail, product development, or marketing who needs to understand how creativity is evolving from a hobby into a core part of identity, connection, and skill-building.","This graph provides a strategic overview of the key shifts in the creative consumer landscape for 2026. It moves beyond simple crafting trends to explore the deeper cultural drivers, such as the desire for tangible experiences in a digital world, the use of making for identity formation ('Main Character' energy), and the return to tangible skills over digital convenience ('Skill Stacking'). It also covers how creativity is being used to foster deeper social connections ('Crafting Chemistry') and celebrate small, personal moments ('Confetti Culture').","- Identifies a cultural shift from digital curation to tangible memory-keeping.
- Highlights the rise of 'Skill Stacking' where craftsmanship is the new status symbol.
- Details the trend of social crafting for building authentic, offline connections.
- Explores the 'KitschCraft' and 'Wabi-Sabi' aesthetics driven by younger generations.","- Retail Merchandising & Buying
- Product Innovation & Development
- Brand Strategy & Marketing
- Consumer Insights & Trend Forecasting","- What are the major crafting trends for Gen Z and Gen Alpha?
- How is the concept of 'home' changing from a showroom to a personal sanctuary?
- Show me examples of 'Main Character' crafting.
- What is driving the trend of 'Skill Stacking'?
- How are people using crafting to build social connections?","","- Crafting
- DIY
- Gen Z
- Consumer Trends
- Home Decor
- Self-Expression
- Retail","North America","- The primary shift is from casual crafting to dedicated craftsmanship.
- Creativity is increasingly used for tangible identity-building and memory keeping.
- A rising trend involves project-centered activities to foster deeper, less performative social connections.
- There is a growing culture of 'micro-celebrations' where small personal milestones are honored with handmade touches.","Explore the 2026 evolution of creativity, as consumers shift from digital expression to tangible skill-building and identity-crafting."
"census_demographics","US Census Demographics & Economics","CRITICAL: Use this graph for questions about United States demographics, economic indicators, and social trends. It is ideal for analyzing population characteristics, income levels, educational attainment, and housing data at both national and state levels. Use it to compare different states or track trends over time.","This graph provides access to the U.S. Census Bureau's rich dataset on American life. It contains annual data covering demographics, economics, education, and housing from national household surveys. It's designed to help users understand population and income patterns across the United States and within individual states, enabling detailed analysis of social and economic trends.","- State-level comparisons of income, poverty, and education.
- National trends in population growth, racial and ethnic diversity.
- Analysis of housing metrics including homeownership and vacancy rates.
- Breakdowns of educational attainment across different demographic groups.","- Policy Analysts & Government Agencies
- Market Researchers & Business Strategists
- Economists & Financial Analysts
- Journalists & Data Reporters
- Urban Planners & Real Estate Developers","- What is the median household income in California vs. Texas?
- Show me the poverty rate in the United States over the last 10 years.
- Which state has the highest percentage of college graduates?
- Compare homeownership rates between New York and Florida.
- What is the population breakdown by age group in the US?","","- Demographics
- Economics
- Education
- Housing
- Labor & Employment","United States (National and State levels)","- Over 330 million people in the US population.
- Median household income data for all 50 states.
- Poverty rate statistics at the national and state level.
- Homeownership rates across different regions.
- Percentage of the population with a bachelor's degree or higher.","Explore US Population, Income, and Education Trends"
"bls_economic","BLS Labor & Price Statistics","CRITICAL: Use this graph for answering questions about US economic trends, including inflation rates (CPI), employment statistics, and wage data. It is the authoritative source for labor and price statistics from the US Bureau of Labor Statistics.","This knowledge graph provides comprehensive data from the US Bureau of Labor Statistics, focusing on key economic indicators. It allows users to track inflation through the Consumer Price Index (CPI), analyze employment and unemployment rates, and examine trends in wages and work hours across various sectors of the US economy.","- Tracks the Consumer Price Index (CPI) for inflation analysis.
- Provides detailed employment and unemployment statistics.
- Contains data on average hourly earnings and weekly hours worked.","- Financial Analysts
- Economists
- Policy Researchers
- Business Strategists","- What is the current CPI for all urban consumers?
- Show me the trend of the unemployment rate over the last 5 years.
- What are the average hourly earnings for the manufacturing sector?
- Compare the inflation rate for medical care versus apparel.","https://www.bls.gov","- Economics
- Labor Markets
- Inflation
- Wages","United States","- Provides monthly updates on the Consumer Price Index (CPI).
- Includes data from the monthly Current Population Survey (CPS).
- Tracks wage data across hundreds of specific industries.","Analyze US Inflation, Employment, and Wage Trends with BLS Data"
"restaurant-dining-trends","Restaurant Dining Trends","CRITICAL: Use this graph for insights into changing consumer behavior, spending habits, and generational shifts in the restaurant industry to inform menu development, marketing strategies, and investment decisions.","This graph analyzes the evolving landscape of restaurant dining, focusing on how economic factors and shifting consumer preferences are impacting spending. It highlights the decline in spending at casual dining and pizza chains, the rise of independent restaurants, and how different generations are adapting their dining habits with a clear trend towards value and unique experiences.","- Analysis of spending shifts between independent restaurants and chains.
- Identifies consumer pullback from casual dining and pizza establishments.
- Examines the impact of economic pressures on dining frequency and choice.
- Highlights generational differences in restaurant spending growth.","- Restaurant Operators & Owners
- Food & Beverage Marketing Teams
- Hospitality Industry Analysts
- Venture Capital & Private Equity Investors","- Which restaurant segments are seeing a decline in consumer spending?
- How are different generations changing their dining habits?
- Are independent restaurants growing faster than chains?
- What is the spending growth for Baby Boomers at restaurants?","","- Consumer Spending
- Restaurant Industry
- Food and Beverage
- Generational Trends
- Economic Analysis","Global (unspecified)","- Independent restaurants are outperforming chains in spending growth.
- Spending at casual dining and pizza restaurants has seen a multi-year decline.
- Baby Boomers represent the fastest-growing generation of spenders in restaurants, particularly those in the top 5% of household income.","Analyzes the shift in consumer spending from chain restaurants to independents, driven by a search for value and unique dining experiences."
"2026-trends-apparel","Clarkson Consulting 2026 Trends: Apparel","CRITICAL: Use this graph for strategic planning in the apparel industry, focusing on supply chain diversification, evolving consumer behavior, and the integration of wearable technology.","This graph provides an analysis of key trends shaping the apparel industry up to 2026. It focuses on how brands can navigate challenges like international tariffs and rising costs by diversifying their supply chains, appeal to value-conscious consumers who prioritize more than just price, and capitalize on the growth of wearable technology.","- Analysis of multi-country sourcing and nearshoring strategies.
- Insights into the preferences of value-seeking shoppers, including Gen Z.
- Overview of the growing wearable technology market within apparel.","- Sourcing and Supply Chain Management
- Brand Strategy and Marketing
- Product Development and Innovation
- Corporate Strategy","- How are apparel companies diversifying their sourcing beyond China?
- What defines 'value' for today's apparel shoppers?
- What are the key trends in wearable technology?
- Strategies for nearshoring apparel production","","- Apparel Industry
- Supply Chain Management
- Consumer Behavior
- Wearable Technology
- Retail Strategy","Global","- Companies are actively diversifying sourcing beyond China to other Asian markets and exploring nearshoring.
- Value for consumers is a mix of price, branding, sustainability, and personalization.
- The wearable technology market is expanding with smart glasses, watches, and rings, driven by health-consciousness.","Navigating Tariffs, Value-Seeking Consumers, and Tech in Apparel"
"kantar-marketing-trends-2026","Kantar Marketing Trends 2026","CRITICAL: Use this graph for strategic guidance on future marketing trends, especially for questions related to the integration of AI in creative processes, the evolution of retail media, the importance of inclusive marketing, and the role of the creator economy.","This graph provides a strategic analysis of the key marketing trends shaping the industry landscape leading up to 2026. It focuses on the transformative impact of Artificial Intelligence on brand building and creative optimization, the rise of Retail Media Networks (RMNs), the non-negotiable need for authentic brand inclusion, and the maturation of the creator economy. The research emphasizes a shift towards AI-driven decision-making, the emergence of AI agents as a new consumer category, and the necessity for brands to experiment and innovate to accelerate growth.","- AI-Powered Marketing Intelligence
- Retail Media Network Strategy
- Inclusive Brand Growth
- Creator Economy ROI
- Innovation and Experimentation Culture","- Marketing & Advertising Agencies
- Brand Strategy Teams
- Corporate Innovation Departments
- Retail & E-commerce Teams
- Media Planning & Buying","- How will AI change creative optimization and brand storytelling?
- What is the future of retail media networks?
- How can our brand implement a more authentic and inclusive marketing strategy?
- What are the key trends in the creator economy for 2026?
- How should we prepare for AI agents becoming a new type of consumer?","https://www.kantar.com","- Artificial Intelligence
- Marketing Strategy
- Retail Media
- Diversity & Inclusion
- Creator Economy
- Innovation","Global","- Predicts AI agents will emerge as consumers at scale in 2026.
- Notes that a majority of marketers are excited about Generative AI.
- Highlights that purchase decisions will be increasingly mediated by Generative AI.","Kantar's 2026 marketing forecast on the impact of AI, retail media, and inclusion."
"bea_spending","BEA Consumer Spending Breakdowns","CRITICAL: Use this graph for analyzing trends in US consumer spending across various categories. It contains official data from the US Bureau of Economic Analysis (BEA) on personal consumption expenditures.","This knowledge graph provides a detailed breakdown of personal consumption expenditures in the United States, showing how Americans allocate their spending across essential and discretionary categories like food, housing, healthcare, recreation, and clothing. It allows for the analysis of spending patterns and trends over time.","- Tracks historical spending trends across dozens of detailed categories.
- Provides data on both goods and services consumption.
- Based on the official Personal Consumption Expenditures (PCE) data from the BEA.","- Economic Research
- Financial Analysts
- Market Researchers
- Retail Strategy
- Public Policy","- What are the main trends in healthcare spending over the past decade?
- Show the breakdown of consumer spending on goods vs. services in the last 5 years.
- How has spending on food at home versus food away from home changed since 2000?","https://www.bea.gov","- Economics
- Consumer Spending
- Retail
- Personal Finance","United States","- Personal Consumption Expenditures (PCE) accounts for approximately two-thirds of US GDP.
- Spending on services has grown to represent a larger share of total consumer spending compared to goods over the past two decades.
- Healthcare is consistently one of the largest and fastest-growing categories of personal spending.","Track and Analyze How Americans Spend Their Money"
"kpmg-global-tech-report-2026","KPMG Global Tech Report 2026","CRITICAL: Use this graph for insights on how business and society are being transformed by technology, especially in an era of uncertainty. This graph provides expert analysis on building adaptive technology strategies, realizing value from tech investments, and preparing for the next wave of innovation like Agentic AI.","This graph, based on the KPMG Global Tech Report 2026, explores the transformative impact of technology on business and society. It focuses on navigating the 'Intelligence Age,' where constant disruption requires organizations to build adaptive strategies, measure the complex ROI of new tools, and prepare for emerging technologies like Agentic AI to maintain a competitive edge.","- Analysis of technology's impact on business strategy
- Frameworks for building adaptable and agile organizations
- Insights into the future of AI and its operational impact","- Technology Strategy Teams
- Innovation Departments
- C-Suite & Executive Leadership
- Digital Transformation Units","- How can we build a technology strategy that adapts to constant disruption?
- What are the key considerations for measuring the ROI of new technology investments?
- What is Agentic AI and how will it transform business operations?
- Show me the main trends from the KPMG Global Tech Report 2026.","","- Technology Strategy
- Artificial Intelligence
- Digital Transformation
- Innovation
- ROI","Global","","Navigate the Intelligence Age: Build Adaptive Tech Strategies for a World of Constant Change"
"pwc-emerging-trends-in-real-estate-us-canada-2026","PwC Canadian Real Estate Trends","CRITICAL: Use this graph for strategic analysis of the Canadian real estate market, focusing on investment opportunities beyond traditional asset classes, particularly in the rental sector and cross-industry partnerships.","This graph provides an analysis of the Canadian real estate market's reinvention, highlighting the major trends shaping investment and development. It focuses on the shift from traditional homeownership to a rental-driven market, the growing importance of housing affordability, and the emergence of new growth domains at the intersection of real estate and other industries like technology and healthcare.","- Identifies a major market shift towards purpose-built rental properties.
- Analyzes the impact of housing affordability on investment strategies.
- Highlights the need for strategic reinvention and cross-industry partnerships for future growth.","- Real Estate Investment Trusts (REITs)
- Property Developers
- Urban Planning Agencies
- Venture Capital firms focused on PropTech","- What are the main investment opportunities in Canadian real estate right now?
- How is the issue of housing affordability impacting the rental market in Canada?
- What does the trend 'Strategic Reinvention for a Complex Future' mean for property developers?
- Find trends related to purpose-built rental housing in Canada.","","- Real Estate Investment
- Urban Development
- Housing Affordability
- Rental Markets","Canada","- Identifies a 'decisive shift' towards rental housing as demand outpaces supply.
- Notes that purpose-built rental projects are showing the 'strongest performance' for investors seeking higher growth.
- Highlights that immigration continues to be a primary driver for rental demand across the country.","Analyzing Canada's Real Estate Shift: From Traditional Assets to Strategic Reinvention and Rental Growth"
"delta-the-connection-index","Delta Connection Index","CRITICAL: Use this graph for understanding the evolving role of travel as a means for authentic human connection and self-discovery in a world increasingly mediated by technology. This graph is ideal for developing strategies, campaigns, and products that resonate with the modern traveler's desire for genuine experiences over digital simulations.","This graph explores the thesis that as technology increasingly mediates our experiences, travel becomes a vital tool for reconnecting with ourselves, each other, and the physical world. It delves into how travel can foster self-discovery, create a sense of belonging, and provide clarity by offering real, tangible sensations that cannot be replicated on a screen.","- Analyzes the psychological and sociological drivers of modern travel.
- Contrasts real-world experiences with digital simulations.
- Identifies the trend of seeking authentic connections and personal growth through travel.","- Airline marketing and strategy teams
- Hospitality and tourism boards
- Experience designers and travel agencies
- Brand strategists focusing on consumer well-being","- How is the need for authentic human connection changing travel?
- What are the key drivers for travelers seeking 'sensation over simulation'?
- Show me trends related to self-discovery and personal growth through travel.
- How can travel brands help customers find a sense of belonging?","","- Travel & Hospitality
- Consumer Psychology
- Digital Culture
- Brand Strategy","Global","- Identifies 4 core themes about the role of travel in the digital age.
- Primary focus on the trend of seeking 'Sensation Over Simulation'.
- Explores travel as a way to foster 'Belonging' and 'Self-Discovery'.","Analyzes Travel's Role in Reconnecting Us with Reality in a Tech-Saturated World"
